product_id,product_name,brand_name,rating,price_usd,ingredients,has_fragrance,has_alcohol,has_paraben,has_sulfate,has_essential_oil,has_retinol,has_formaldehyde,has_phthalate,has_mineral_oil,has_silicone,secondary_category,total_reviews,recommend_pct
P393076,Ultra Repair Hydra-Firm Night Cream,First Aid Beauty,4.3113879003558715,44.0,"['aqua/water/eau, glycerin, caprylic/capric triglyceride, butyrospermum parkii (shea) butter, dimethicone, glyceryl stearate, c10-18 triglycerides, ethylhexyl palmitate, jojoba esters, cetyl alcohol, phenoxyethanol, helianthus annuus (sunflower) seed wax, butylene glycol, peg-75 stearate, acrylates/c10-30 alkyl acrylate crosspolymer, ceteth-20, steareth-20, xanthan gum, lactobacillus ferment, tetrasodium edta, niacinamide, glycyrrhiza glabra (licorice) root extract, sodium hydroxide, acacia decurrens flower wax, polyglycerin-3, spilanthes acmella flower extract, camellia sinensis leaf extract, chrysanthemum parthenium (feverfew) extract, laminaria saccharina extract, carbomer, hydroxypropyl cyclodextrin, polysorbate 20, sodium lactate, sodium hyaluronate, palmitoyl tripeptide-38, colloidal oatmeal, palmitoyl tripeptide-1, palmitoyl tetrapeptide-7.']",0,1,0,0,0,0,0,0,0,1,Moisturizers,562,0.34341637010676157
P393501,Acne Solutions Cleansing Gel,CLINIQUE,3.872549019607843,23.5,"['water, glycerin, sodium laureth sulfate, sodium chloride, lauramidopropyl betaine, butylene glycol, sucrose, gentiana lutea (gentian) root extract, laminaria saccharina extract, caffeine, sodium hyaluronate, acetyl glucosamine, laureth-2, peg-120 methyl glucose dioleate, sodium sulfate, benzophenone-4, sodium hydroxide, edta, disodium edta, bht, phenoxyethanol, blue 1 (ci 42090).']",0,0,0,1,0,0,0,0,0,0,Treatments,102,0.5294117647058824
P393600,Trinity Facial Toning Device + Wrinkle Reducer Attachment Bundle,NuFACE,3.5384615384615383,449.0,"['nuface gel primer:', 'water, 1, 2 propanediol, acrylic acid polymer, caprylyl glycol, methylisothiazolinone, cellulose polymer.']",0,0,0,0,0,0,0,0,0,0,High Tech Tools,13,0.5384615384615384
P393718,Luna Sleeping Retinoid Night Oil,Sunday Riley,4.0814572247237,105.0,"['persea gratissima (extra virgin, cold-pressed avocado) oil, vitis vinifera (cold-pressed concord grape) seed oil, rubus fruticosus (cold-pressed blackberry) seed oil, salvia hispanica (cold-pressed chia) oil, dimethyl isosorbide (and) hydroxypinacolone retinoate, chamomila recutita (matricaria) flower oil, tanacetum annuum (blue tansy) oil, anthemis nobilis (english chamomile) oil, eriocephalus punctualatus (cape chamomile) oil, citrus aurantium amara (neroli) oil, citrus aurantium dulcis (blood orange) oil, cananga odorata flower (ylang ylang) oil, vetivera zizanoides (vetiver) oil, helianthus annuus (sunflower) seed oil (and) rosmarinus officinalis (rosemary) leaf extract, ci 61565 (green 6), ci 60725 (violet 2).']",0,0,0,0,0,0,0,0,0,0,Moisturizers,2443,0.3999181334424887
P394124,Argan Daily Moisturizer Tinted SPF 47 Protect + Perfect,Josie Maran,4.012295081967213,38.0,"['water**, caprylic/capric triglyceride**, ethylhexyl palmitate**, titanium dioxide**, cyclopentasiloxane, argania spinosa (argan) kernel oil**, polyglyceryl-6 polyricinoleate**, mica**, nylon-12, glycerin**, polyhydroxystearic acid, polyglyceryl-2 isostearate, methicone, alumina, phenoxyethanol, isononyl isononanoate, disteardimonium hectorite, tocopheryl acetate, triethoxycaprylylsilane, polysilicone-11, sodium chloride**, iron oxide (ci 77492)**, magnesium stearate**, isopropyl myristate, fragrance**, bisabolol, iron oxides (ci 77491)**, aloe barbadensis leaf juice*, simmondsia chinensis (jojoba) seed oil*, isopropyl titanium triisostearate, iron oxides (ci 77499)**, stearalkonium hectorite, propylene carbonate, laureth-12, camellia sinensis (green tea) leaf extract**, ethylhexylglycerin, citric acid**, potassium sorbate**, sodium benzoate**.']",1,0,0,0,0,0,0,0,0,1,Sunscreen,488,0.430327868852459
P394397,Invisiblur Perfecting Shield Broad Spectrum SPF 30 PA+++,Murad,3.9572538860103625,71.0,"['isododecane, dimethicone/bis-isobutyl ppg-20 crosspolymer, caprylic/capric triglyceride, caprylyl methicone, phenyl trimethicone, diethylhexyl 2,6-naphthalate, hydrogenated soybean oil, ribes nigrum (black currant) seed oil, paeonia suffruticosa root extract, rosmarinus officinalis (rosemary) leaf extract, solidago virgaurea (goldenrod) extract, helianthus annuus (sunflower) seed extract, hordeum vulgare (barley) extract, cucumis sativus (cucumber) fruit extract, lentinus edodes (shiitake mushroom) extract, mucor miehei extract, propylene glycol dicaprate, tocopheryl acetate, retinyl palmitate, ascorbic acid, octyldodecanol, octyldodecyl stearoyl stearate, octyldodecyl oleate, hydrogenated soy polyglycerides, silica, sodium propoxyhydroxypropyl thiosulfate silica, butylene glycol, c15-23 alkane, peg-8 dimethicone, alcohol, benzyl benzoate, citral, hexyl cinnamal, hydroxyisohexyl 3-cyclohexene carboxaldehyde, limonene, linalool, fragrance.']",1,1,0,1,0,0,0,1,0,1,Treatments,772,0.2823834196891192
P394624,The True Cream Moisturizing Bomb,belif,4.562859672421426,38.0,"['water, dipropylene glycol, glycerin, methl trimethicone, alcohol denat, dimethicone, cyclopentasiloxane, 1,2-hexanediol, malakite extract, caprylic/capric triglyceride, pentaerythrityl tetraethylhexanoate, peg/ppg/polybutylene glycol-8/5/3 glycerin, alchemilla vulgaris leaf extract*, equisetum arvense leaf extract*, stellaria media (chickweed) extract*, urtica dioica (nettle) leaf extract*, plantago lanceolata leaf extract*, avena sativa (oat) kernel extract**, calendula officinalis flower extract**, nepeta cataria extract**, rubus idaeus (raspberry) leaf extract**, baptisia tinctoria root extract**, dimethiconol, polymethylsilsesquioxane, sodium acrylate/acryloyldimethyltaurate/dimethylacrylamide crosspolymer, isohexadecane, polysorbate 60, ceramide 3, cholesterol, butyrospermum parkii (shea) butter, phenl trimethicone, pentaerythrityl tetraisostearate, panthenol, squalane, triethylhexanoin, macadamia ternifolia seed oil, peg-150, peg-40 hydrogenated castor oil, acrylates/c10-30 alkyl acrylate crosspolymer, c14-22 alcohols, arachidyl glucoside, hydrogenated lecithin, peg-100 stearate, stearic acid, glyceryl stearate, carbomer, tromethamine, trisodium edta, fragrance+, citronellol, limonene, citral, geraniol, linalool.']",1,1,0,0,0,0,0,0,0,1,Moisturizers,4518,0.750332005312085
P394639,The True Cream Aqua Bomb,belif,4.4836403629364865,38.0,"['water, dipropylene glycol, glycerin, methl trimethicone, alcohol denat, dimethicone, cyclopentasiloxane, 1,2-hexanediol, malakite extract, caprylic/capric triglyceride, pentaerythrityl tetraethylhexanoate, peg/ppg/polybutylene glycol-8/5/3 glycerin, alchemilla vulgaris leaf extract*, equisetum arvense leaf extract*, stellaria media (chickweed) extract*, urtica dioica (nettle) leaf extract*, plantago lanceolata leaf extract*, avena sativa (oat) kernel extract**, calendula officinalis flower extract**, nepeta cataria extract**, rubus idaeus (raspberry) leaf extract**, baptisia tinctoria root extract**, dimethiconol, polymethylsilsesquioxane, sodium acrylate/acryloyldimethyltaurate/dimethylacrylamide crosspolymer, isohexadecane, polysorbate 60, ceramide 3, cholesterol, butyrospermum parkii (shea) butter, phenl trimethicone, pentaerythrityl tetraisostearate, panthenol, squalane, triethylhexanoin, macadamia ternifolia seed oil, peg-150, peg-40 hydrogenated castor oil, acrylates/c10-30 alkyl acrylate crosspolymer, c14-22 alcohols, arachidyl glucoside, hydrogenated lecithin, peg-100 stearate, stearic acid, glyceryl stearate, carbomer, tromethamine, trisodium edta, fragrance+, citronellol, limonene, citral, geraniol, linalool.']",1,1,0,0,0,0,0,0,0,1,Moisturizers,7274,0.703464393731097
P394702,Plantscription Anti-Aging Power Eye Cream,Origins,3.828125,58.0,"['water, glyceryl stearate, butylene glycol, myristyl myristate, squalane, jojoba esters, cetyl alcohol, peg-100 stearate, anogeissus leiocarpus bark extract, chrysanthellum indicum extract, ascophyllum nodosum extract, rubus idaeus (raspberry) leaf extract, rosmarinus officinalis (rosemary) leaf extract, coffea arabica (coffee) seed extract, asparagopsis armata extract, vitis vinifera (grape) fruit extract, scutellaria baicalensis root extract, morus nigra (mulberry) root extract, centaurium erythraea (centaury) extract, bambusa vulgaris (bamboo) extract, pisum sativum (pea) extract, sigesbeckia orientalis (st. paul wort) extract, simmondsia chinensis (jojoba) butter, cholesterol, sodium hyaluronate, trehalose, micrococcus lysate, dimethicone, cetyl ricinoleate, caffeine, glycerin, hydrolyzed algin, hydrogenated vegetable oil, laminaria digitata extract, lecithin, sorbitol, caprylic/capric triglyceride, crithmum maritimum extract, peg-4 dilaurate, acetyl hexapeptide-8, jojoba alcohol, isopropyl jojobate, caprylyl glycol, steareth-20, cetearyl alcohol, polysorbate 60, glucosamine hcl, ethylhexylglycerin, potassium hydroxide, carbomer, tetrahexyldecyl ascorbate, hexylene glycol, phenoxyethanol.']",0,1,0,0,0,0,0,0,0,1,Eye Care,128,0.203125
P394826,Flatter Me Digestive Enzyme Supplement,HUM Nutrition,4.2643391521197005,26.0,"['protease 3.0, protease 4.5, protease 6.0, peptidase, bromelain, neutral bacterial protease, papain; to break down fats: lipase; to break down carbs: amylase, glucoamylase, alpha-galactosidase, invertase, diastase; to break down fiber: hemicellulase, cellulase an, beta-glucanase, phytase; to break down milk sugar: lactase. herbal blend: ginger (rhizome), fennel (seed), peppermint (leaf), vegetable capsule (cellulose & water), rice bran, sulfites.']",0,0,0,0,1,0,0,0,0,0,Wellness,401,0.7381546134663342
P395389,GLO Brilliant Teeth Whitening GLO Vials 10 Pack plus Lip Care,GLO Science,4.421052631578948,65.0,"['glo brilliant teeth whitening vials:', 'distilled water, polyethylene glycol, hydrogen peroxide (6%), potassium nitrate, glycerin, edetate disodium, sodium saccharin, sodium fluoride, sodium hydroxide, flavor.', 'glo lip treatment:', 'ricinus communis (castor) seed oil, beeswax /cire d’abeille, mentha piperita (peppermint) leaf, stearalkonium hectorite, butyrospermum parkii (shea) butter,* vanilla planifolia fruit extract, menthol, alcohol, aloe barbadensis leaf juice,* copernicia cerifera (carnauba) wax, tocopherol, ammonium glycyrrhizate, ubiquinone.']",0,1,0,0,1,0,0,0,0,0,High Tech Tools,133,0.7593984962406015
P395417,Touch Home Permanent Hair Removal Device,iluminage,3.67,449.0,,0,0,0,0,0,0,0,0,0,0,High Tech Tools,100,0.16
P395615,Pore Minimizing Instant Detox Mask,Caudalie,4.502890173410405,42.0,"['aqua/water/eau, kaolin, bentonite, glycerin, acacia senegal gum, xanthan gum, benzyl alcohol, alcohol, sodium dehydroacetate, ci 77491 (iron oxides), citrus aurantium bergamia (bergamot) fruit oil, vitis vinifera (grape) fruit extract, limonene, lavandula angustifolia (lavender) oil, linalool, sodium citrate, citric acid, dehydroacetic acid, coffea arabica (coffee) seed extract, coffea robusta seed extract, carbomer, cupressus sempervirens oil, salvia sclarea (clary) oil, ci77499 (iron oxides), commiphora myrrha oil, santalum album (sandalwood) oil, anthemis nobilis flower oil, papain, petroselinum crispum (parsley) seed oil, 1,2-hexanediol, caprylyl glycol, sodium benzoate, lactic acid, algin, potassium sorbate.']",0,1,0,0,0,0,0,0,0,0,Masks,1038,0.6165703275529865
P395723,Classic Body Organic Sunscreen Spray SPF 50 Fragrance-Free,COOLA,4.363636363636363,28.0,"['alcohol (organic), algae (organic) extract, aloe barbadensis (organic) leaf extract, butyloctyl salicylate, cucumis sativus (organic cucumber) fruit extract, fragaria vesca (organic strawberry) fruit extract, glycerin (organic), va/butyl maleate/isobornyl acrylate copolymer, water.']",0,1,0,0,0,0,0,0,0,0,Sunscreen,77,0.2727272727272727
P396623,Makeup Setting Spray Organic Sunscreen SPF 30,COOLA,3.3113964686998396,36.0,"['avobenzone 2.8%, homosalate 3.5%, octisalate 3.9%, alcohol (organic), aloe barbadensis leaf extract (organic), algae extract (organic), citrus aurantium dulcis (organic orange) fruit water, cucumis sativus (organic cucumber) fruit extract, dicaprylyl carbonate, diisopropyl adipate, ethyl ferulate, flavor, glycerin (organic), helianthus annuus (sunflower) seed oil, isodecyl neopentanoate, juniperus communis callus extract, paeonia lactiflora leaf cell extract, phoenix dactilyfera (date) leaf cell extract, pvp, silica silylate, sodium hyaluronate, water.']",0,1,0,0,0,0,0,0,0,0,Sunscreen,623,0.3017656500802568
P397310,PoreDermabrasion Pore Perfecting Exfoliator,Dr. Brandt Skincare,4.243670886075949,59.0,"['water/aqua/eau, alumina, glycerin, butylene glycol, lactobacillus ferment, carica papaya (papaya) fruit extract, carbomer, methyl gluceth-20, lens esculenta (lentil) fruit extract, microcitrus australasica fruit extract, lactobacillus/pumpkin fruit ferment filtrate, amyris balsamifera bark oil, citrus aurantium bergamia (bergamot) fruit oil, eugenia caryophyllus (clove) leaf oil, jasminum officinale (jasmine) oil, lavandula angustifolia (lavender) oil, citrus limon (lemon) peel oil, mentha piperita (peppermint) oil, rosa damascena flower oil, caprylic/capric triglyceride, allantoin, xanthan gum,  sodium hyaluronate, salicylic acid, methyl methacrylate crosspolymer, alcohol denat., sodium hydroxide, leuconostoc/radish root ferment filtrate, phenoxyethanol, ethylhexylglycerin, iron oxide (ci 77491), sodium oxide.']",0,1,0,0,1,0,0,0,0,0,Cleansers,316,0.47468354430379744
P397465,Strawberry Lip Balm,Rosebud Perfume Co.,4.151785714285714,8.0,"['pertolatum, lanolin alcohol, synthetic wax, natural flavor, artificial flavor.']",0,1,0,0,0,0,0,0,0,0,Lip Balms & Treatments,112,0.5625
P397622,Dermask Water Jet Soothing Hydra Solution,Dr. Jart+,4.054263565891473,7.0,"['water, glycerin, butylene glycol, alcohol, panthenol, betaine, xylitylglucoside, anhydroxylitol, xylitol, aloe barbadensis leaf extract, bambusa vulgaris extract, pinus densiflora leaf extract, thuja orientalis extract, chamaecyparis obtusa leaf extract, chlorphenesin, hydroxyethylcellulose, disodium edta, xanthan gum, peg-60 hydrogenated castor oil, glycyrrhiza glabra (licorice) root extract, zingiber officinale (ginger) root extract, schizandra chinensis fruit extract, coptis japonica root extract, camellia sinensis leaf extract, caprylyl glycol, 1,2-hexanediol, dipotassium glycyrrhizate, hydroxyethyl acrylate/sodium, acryloyldimethyl taurate copolymer, carbomer, arginine, citrus grandis (grapefruit) seed extract, acorus calamus root extract, perilla ocymoides leaf extract, cyclopentasiloxane, cyclohexasiloxane, peg-10 dimethicone/vinyl dimethicone crosspolymer, polyglutamic acid, methylpropanediol, phenoxyethanol, thymus vulgaris (thyme) flower/leaf oil.']",0,1,0,0,0,0,0,0,0,1,Masks,129,0.6511627906976745
P397623,Dermask Water Jet Vital Hydra Solution,Dr. Jart+,4.541516245487364,7.0,"['water, glycerin, butylene glycol, alcohol, panthenol, betaine, xylitylglucoside, anhydroxylitol, xylitol, hydrolyzed hyaluronic acid, algae extract, laminaria japonica extract, chlorphenesin, hydroxyethylcellulose, disodium edta, xanthan gum, peg-60 hydrogenated castor oil, glycyrrhiza glabra (licorice) root extract, zingiber officinale (ginger) root extract, schizandra chinensis fruit extract, coptis japonica root extract, camellia sinensis leaf extract, caprylyl glycol, 1,2-hexanediol, dipotassium glycyrrhizate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, carbomer, arginine, citrus grandis (grapefruit) seed extract, acorus calamus root extract, perilla ocymoides leaf extract, cyclopentasiloxane, cyclohexasiloxane, peg-10 dimethicone/vinyl dimethicone crosspolymer, pelargonium graveolens flower oil.']",0,1,0,0,0,0,0,0,0,1,Masks,277,0.6209386281588448
P397624,Dermask Micro Jet Clearing Solution,Dr. Jart+,4.447204968944099,9.0,"['glycerin, niacinamide, glycereth-26, sodium hyaluronate, calcium pantothenate, sodium ascorbyl phosphate, tocopheryl acetate, pyridoxine hcl, maltodextrin, sodium starch octenylsuccinate, silica, trehalose, hydroxyethyl urea, betaine, erythritol, glutathione, peg/ppg-17/6 copolymer, butylene glycol, peg-14m, allantoin, xanthan gum, melaleuca alternifolia (tea tree) leaf oil, salicylic acid, disodium edta, carbomer, triethanolamine, peg-60 hydrogenated castor oil, ethylhexylglycerin, phenoxyethanol.']",0,0,0,0,1,0,0,0,0,0,Masks,322,0.5590062111801242
P397625,Dermask Micro Jet Brightening Solution,Dr. Jart+,4.057142857142857,9.0,"['water, caprylic/capric triglyceride, glycerin, niacinamide, dipropylene glycol, cetearyl alcohol, trehalose, stearic acid, allantoin, citrus limon (lemon) peel oil, citrus aurantium bergamia (bergamot) fruit oil, eucalyptus globulus leaf oil, rosmarinus officinalis (rosemary) leaf oil, lavandula angustifolia (lavender) oil, citrus aurantium dulcis (orange) peel oil, citrus grandis (grapefruit) peel oil, sodium hyaluronate, calcium pantothenate, sodium ascorbyl phosphate, tocopheryl acetate, pyridoxine hcl, maltodextrin, sodium starch octenylsuccinate, silica, glutathione, bisabolol, sorbitan sesquioleate, glyceryl stearate, polysorbate 60, hydroxyethylcellulose, carbomer, triethanolamine, disodium edta, ethylhexylglycerin, phenoxyethanol.']",0,1,0,0,1,0,0,0,0,0,Masks,70,0.4857142857142857
P397626,Dermask Intra Jet Wrinkless Solution,Dr. Jart+,3.619047619047619,9.0,"['water, glycerin, 1,2-hexanediol, ceratonia siliqua gum, chondrus crispus powder, peg-60 hydrogenated castor oil,cetyl ethylhexanoate, phenyl trimethicone, allantoin, butylene glycol, beta-glucan, agar, dipotassium glycyrrhizate, adenosine, disodium edta, cupressus sempervirens leaf/nut/stem oil, potassium hydroxide, ubiquinone, glyceryl polymethacrylate, propylene glycol, palmitoyl oligopeptide.']",0,0,0,0,0,0,0,0,0,0,Masks,63,0.3968253968253968
P397627,Dermask Intra Jet Firming Solution,Dr. Jart+,3.306122448979592,9.0,"['water, glycerin, 1,2-hexanediol, ceratonia siliqua gum, chondrus crispus powder, peg-60 hydrogenated castor oil,cetyl ethylhexanoate, phenyl trimethicone, allantoin, butylene glycol, beta-glucan, agar, dipotassium glycyrrhizate, adenosine, disodium edta, cupressus sempervirens leaf/nut/stem oil, potassium hydroxide, ubiquinone, glyceryl polymethacrylate, propylene glycol, palmitoyl oligopeptide.']",0,0,0,0,0,0,0,0,0,0,Masks,49,0.22448979591836735
P397890,Original Skin Retexturizing Mask with Rose Clay,Origins,4.62004530011325,32.0,,0,0,0,0,0,0,0,0,0,0,Masks,1766,0.5781426953567383
P398500,Personal Microderm,PMD,4.322033898305085,159.0,,0,0,0,0,0,0,0,0,0,0,High Tech Tools,59,0.6271186440677966
P398502,Personal Microderm Pro,PMD,4.435483870967742,199.0,,0,0,0,0,0,0,0,0,0,0,High Tech Tools,124,0.717741935483871
P398717,Dramatically Different Moisturizing Cream,CLINIQUE,4.408536585365853,32.5,"['water, glycerin, dimethicone, petrolatum, tridecyl stearate, tridecyl trimellitate, polyglyceryl-10 pentastearate, behenyl alcohol, dipentaerythrityl hexacaprylate/hexacaprate, cucumis sativus (cucumber) fruit extract, hordeum vulgare (barley) extract/extrait d’orge, sodium stearoyl lactylate, caprylyl glycol, propylene glycol dicaprate, helianthus annuus (sunflower) seedcake, peg-100 stearate, sodium hyaluronate, cetyl alcohol, butylene glycol, tromethamine, carbomer, phenoxyethanol, yellow 5 (ci 19140), yellow 6 (ci 15985), red 33 (ci 17200) <iln41207>.']",0,1,0,0,0,0,0,0,1,1,Moisturizers,164,0.3719512195121951
P398761,Alpha Beta Ultra Gentle Daily Peel Pads for Sensitive Skin,Dr. Dennis Gross Skincare,4.338912133891213,20.0,"['step 1:', 'water/aqua/eau, hamamelis virginiana (witch hazel) water, polysorbate 20, lactic acid, mandelic acid, salix alba (willow) bark extract, camellia sinensis leaf extract, achillea millefolium extract, anthemis nobilis flower extract, chamomilla recutita (matricaria) flower extract, saccharum officinarum (sugar cane) extract, citrus aurantium dulcis (orange) fruit extract, citrus limon (lemon) fruit extract, glycerin, soy isoflavones, copper pca, zinc pca, potassium hydroxide, disodium edta, citric acid, caprylic/capric triglyceride, cucumis sativus (cucumber) fruit extract, citrus limon (lemon) peel extract, rose extract, triethyl citrate, pyrus malus (apple) fruit extract, coriandrum sativum (coriander) fruit/leaf extract, fucus vesiculosus extract, jasminum officinale (jasmine) flower/leaf extract, prunus persica (peach) fruit extract, rosmarinus officinalis (rosemary) leaf extract, rubus idaeus (raspberry) fruit extract, vaccinium macrocarpon (cranberry) fruit extract, vanilla planifolia fruit extract, citrus aurantium bergamia (bergamot) fruit extract, lavandula angustifolia (lavender) flower/leaf/stem extract, benzoic acid, phenoxyethanol, sodium benzoate, potassium sorbate.', 'step 2:', 'water/aqua/eau, caprylic/capric triglyceride, polysorbate 20, sodium bicarbonate, sodium hyaluronate, colloidal oatmeal, camellia sinensis leaf extract, centella asiatica extract, phospholipids, adenosine, resveratrol, ubiquinone, soy isoflavones, achillea millefolium extract, leuconostoc/radish root ferment filtrate, glycerin, sodium pca, copper pca, zinc pca, butylene glycol, octoxynol-9, tetrasodium edta, citric acid, phenoxyethanol, sodium benzoate, potassium sorbate.']",0,0,0,0,0,0,0,0,0,0,Treatments,239,0.5313807531380753
P399622,Luminous Deep Hydration Lifting Mask,Tatcha,4.414634146341464,95.0,"['water, glycerin, propanediol, methyl gluceth-¬‐20,', 'alcohol,camellia sinensis (green tea) leaf extract, inositol', '(rice extract), algae extract, sericin (silk extract), panax', 'ginseng root extract, royal jelly extract, chondrus crispus (red', 'algae) extract,thymus serpillum (thyme) extract, ppg-¬‐6-¬‐', 'decyltetradeceth-¬‐ 20,ethylhexylglycerin, polyglyceryl-¬‐', '10eicosanedioate/tetradecanedioate, polyglyceryl-¬‐10', 'isostearate, xanthan gum, sodium hyaluronate, fragrance', '(natural), phenoxyethanol.']",1,1,0,0,0,0,0,0,0,0,Masks,82,0.5487804878048781
P399623,Luminous Dewy Skin Mist,Tatcha,3.9507874015748032,49.0,"['aqua/water/eau, glycerin, squalane, propanediol, dimethicone, triethylhexanoin, polyglyceryl-2 diisostearate, ppg-5-ceteth-10 phosphate, saccharomyces/rice ferment filtrate, camellia sinensis leaf extract, cladosiphon okamuranus extract, camellia japonica seed oil, sodium hyaluronate, sericin, glycyrrhiza glabra (licorice) root extract, oryza sativa (rice) germ oil, chondrus crispus extract, panax ginseng root extract, royal jelly extract, ziziphus jujuba fruit extract, thymus serpyllum extract, scutellaria baicalensis root extract, tocopherol, trideceth-12, sodium lauroyl lactylate, sorbitan stearate, ethylhexylglycerin, behenyl alcohol, glyceryl stearate se, sodium benzoate, gluconolactone, parfum/fragrance, alcohol, phenoxyethanol, limonene, linalool']",1,1,0,0,0,0,0,0,0,1,Moisturizers,2032,0.530511811023622
P399656,Fab Faves To Go Kit,First Aid Beauty,4.536585365853658,30.0,"['face cleanser:', 'water, sodiumcocoyl isethionate, glycerin, stearic acid, aloe barbadensis leaf juice, stearyl alcohol,sodium pca, camellia sinensis leaf extract, chrysanthemum parthenium (feverfew) extract, glycyrrhiza glabra (licorice) root extract, allantoin, hydroxypropyl methylcellulose, disodium cocoamphodiacetate, coco glucoside, glyceryl stearate, disodium edta, caprylyl glycol, phenoxyethanol.', 'facial radiance pads:', 'water, aloe barbadensis leaf juice, glycerin, cucumis sativus (cucumber) fruit water, lactic acid, glycolic acid, sodium hydroxide, leuconostoc/radish root ferment filtrate, camellia sinensis (white tea) leaf extract, chrysanthemum parthenium (feverfew) extract, glycyrrhiza glabra (licorice) root extract, citrus medica limonum (lemon) peel extract, citrus nobilis (mandarin orange) fruit extract, hyaluronic acid, phyllanthus emblica (indian gooseberry) fruit extract, polysorbate 20.', 'ultra repair cream:', 'colloidal oatmeal, water, stearic acid, glycerin, c12-15 alkyl benzoate, caprylic/capric triglyceride,glyceryl stearate, glyceryl stearate se, cetearyl alcohol, caprylyl glycol, phenoxyethanol, butyrospermum parkii (shea butter), squalane, allantoin, sodium hydroxide, dimethicone, xanthan gum, disodium edta, chrysanthemum parthenium (feverfew) extract, camellia sinensis (white tea) leaf extract, butylene glycol, glycyrrhiza glabra (licorice) root extract, eucalyptus globulus, ceramide 3.']",0,1,0,0,1,0,0,0,0,1,Value & Gift Sets,82,0.5853658536585366
P39970,Rose Floral Toner,fresh,4.105769230769231,15.0,"['water, glycerin, pentylene glycol, rosa damascena flower water, anthemis nobilis flower oil, sodium citrate, citric', 'acid, citronellol, geraniol, pheno xyethano.']",0,0,0,0,0,0,0,0,0,0,Cleansers,936,0.31837606837606836
P399755,GLO Lit Teeth Whitening Vials 7 Pack + Lip Care,GLO Science,4.391666666666667,49.0,"['teeth whitening glo vial:', 'distilled water, polyethylene glycol, hydrogen peroxide (6%), potassium nitrate, glycerin, edetate disodium, sodium saccharin, sodium fluoride, sodium hydroxide, flavor.', 'glo lip care:', 'ricinus communis (castor) seed oil, beeswax, mentha piperita (peppermint) leaf, stearalkonium hectorite, butyrospermum parkii (shea) butter*, vanilla planifolia fruit extract, menthol, alcohol, aloe barbadensis leaf juice*, copernicia cerifera (carnauba) wax, tocopherol, ammonium glycyrrhizate, ubiquinone.']",0,1,0,0,1,0,0,0,0,0,High Tech Tools,120,0.8833333333333333
P399932,Acne-Clear Invisible Dots,Peter Thomas Roth,3.4296028880866425,32.0,"['salicylic acid 0.5%, acrylates copolymer, alcohol denat., butylene glycol, epilobium angustifolium flower/leaf/stem extract, melaleuca alternifolia (tea tree) leaf oil, phenoxyethanol, phytosphingosine, polysorbate 80, pvp, sodium hyaluronate, sodium metabisulfite, vinyl caprolactam/vp/dimethylaminoethyl methacrylate copolymer, vitis vinifera (grape) seed extract, volcanic ash, water.']",0,1,0,0,1,0,0,0,0,0,Treatments,554,0.21299638989169675
P399934,NightWear Plus Anti-Oxidant Night Detox Moisturizer Creme,Estée Lauder,4.239130434782608,63.0,"['water, dimethicone, glycerin, polysorbate 60, butyrospermum parkii (shea butter), hydrogenated polydecene, propanediol, squalane, sorbitan stearate, cetyl palmitate, tridecyl stearate, laminaria saccharina extract, laminaria ochroleuca extract, gentiana lutea (gentian) root extract, hydrolyzed rice bran extract, citrus reticulata (tangerine) peel extract, psidium guajava (guava) fruit extract, hydrolyzed rice extract, citrus limon (lemon) fruit extract, fumaria officinalis flower/leaf/stem extract, triticum vulgare (wheat) germ extract, hordeum vulgare (barley) extract/extrait d’orge, polygonum cuspidatum root extract, thermus thermophillus ferment, coffea arabica (coffee) seed extract, vitis vinifera (grape) seed extract, saccharomyces lysate extract, limonium vulgare flower/leaf/stem extract, ethylbisiminomethylguaiacol manganese chloride, palmitoyl hydroxypropyltrimonium amylopectin/glycerin crosspolymer, artemia extract, cholesterol, algae extract, linoleic acid, dimethiconol, isohexadecane, sodium hyaluronate, lecithin, tridecyl trimellitate, lauryl alcohol, glycyrrhetinic acid, trehalose, sucrose, ergothioneine, acrylates/c10-30 alkyl acrylate crosspolymer, dipentaerythrityl hexacaprylate/hexacaprate, acetyl glucosamine, ethylhexylglycerin, butylene glycol, glyceryl stearate, behenyl alcohol, caffeine, palmitic acid, sodium pca, stearic acid, urea, caprylic/capric triglyceride, acrylamide/sodium acryloyldimethyltaurate copolymer, tocopheryl acetate, tetrahexyldecyl ascorbate, cetyl alcohol, myristyl alcohol, polyquaternium-51, citric acid, sodium hydroxide, polysorbate 80, sodium benzoate, fumaric acid, cyclodextrin, fragrance, disodium edta, bht, phenoxyethanol, chlorphenesin, linalool, butylphenyl methylpropional, hydroxyisohexyl 3-cyclohexene carboxaldehyde, benzyl salicylate, blue 1 (ci 42090), yellow 5 (ci 19140) <iln41390>.']",1,1,0,0,0,0,0,0,0,1,Moisturizers,46,0.3695652173913043
P400203,Lapis Blue Tansy Face Oil - For Oily & Acne-Prone Skin,Herbivore,4.244791666666667,74.0,"['squalane, simmondsia chinensis (jojoba) seed oil, caprylic/capric triglyceride, aleurites moluccanus seed oil, tocopherol, tanacetum annuum flower oil, jasminum sambac (jasmine) flower extract, rosa damascena flower extract.']",0,0,0,0,0,0,0,0,0,0,Moisturizers,960,0.621875
